,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Blocks,Blocks,Blocks,,,,,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,-9999
164,Yadaly Diaby,fr FRA,FWMF,Clermont Foot,20,2000,0.7,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,2,0,Matches,5630a6e0
165,Ibrahim Diakité,gn GUI,MF,Reims,17,2003,0.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches,d8c19a60
166,Abdou Diallo,sn SEN,DF,Paris S-G,25,1996,9.7,22,14,10,9,3,8,14,57.1,6,6,2,4,10,32,19,1,Matches,fc62f087
167,Habib Diallo,sn SEN,FW,Strasbourg,26,1995,17.1,9,5,0,8,1,0,8,0.0,8,13,4,9,4,13,11,0,Matches,6605d143
168,Mouhamadou Diarra,sn SEN,MF,Strasbourg,17,2004,1.2,2,1,1,1,0,1,1,100.0,0,0,0,0,0,2,0,0,Matches,6d0fe035
169,Stéphane Diarra,fr FRA,MFFW,Lorient,22,1998,5.8,11,9,7,3,1,5,10,50.0,5,4,0,4,7,18,1,0,Matches,29939a1d
170,Krepin Diatta,sn SEN,MFDF,Monaco,22,1999,3.2,3,2,1,0,2,1,3,33.3,2,2,0,2,1,4,0,0,Matches,8104e41e
171,Bamba Dieng,sn SEN,FW,Marseille,21,2000,10.8,17,11,5,5,7,4,14,28.6,10,7,0,7,5,22,8,0,Matches,40774c6b
172,Elhadji Dieye,sn SEN,FWMF,Saint-Étienne,19,2002,0.4,3,2,2,1,0,0,1,0.0,1,2,0,2,1,4,0,0,Matches,6a04bb7c
173,Javairô Dilrosun,nl NED,MFFW,Bordeaux,23,1998,19.2,13,4,2,8,3,7,24,29.2,17,14,1,13,11,24,5,0,Matches,34a0f5ff
174,Junior Dina Ebimbe,fr FRA,MF,Paris S-G,20,2000,3.5,9,4,3,4,2,2,3,66.7,1,5,3,2,2,11,1,0,Matches,95bb6ddc
175,Tristan Dingomé,cm CMR,MFFW,Troyes,30,1991,12.0,23,11,10,12,1,10,18,55.6,8,7,1,6,9,32,3,0,Matches,92b56413
176,Sinaly Diomande,ci CIV,DF,Lyon,20,2001,6.4,6,3,4,2,0,5,6,83.3,1,6,6,0,12,18,26,0,Matches,6de23ab0
177,Sofiane Diop,fr FRA,MFFW,Monaco,21,2000,21.6,38,20,12,19,7,15,47,31.9,32,10,0,10,23,61,4,0,Matches,19053e31
178,Andy Diouf,fr FRA,MF,Rennes,18,2003,0.2,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,0,0,Matches,9b5237b1
179,Assane Dioussé,sn SEN,MF,Saint-Étienne,23,1997,0.3,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches,7f622eef
180,Axel Disasi,fr FRA,DF,Monaco,23,1998,30.2,42,27,20,21,1,23,39,59.0,16,40,30,10,26,68,75,0,Matches,ad82197c
181,Tiago Djaló,pt POR,DF,Lille,21,2000,25.9,60,39,39,19,2,26,39,66.7,13,26,10,16,24,84,71,0,Matches,b2336681
182,Alexander Djiku,gh GHA,DF,Strasbourg,26,1994,29.9,50,37,33,13,4,18,35,51.4,17,30,13,17,61,111,90,2,Matches,43e7a164
183,Bryan Djile Nokoué,cm CMR,DFMF,Saint-Étienne,19,2002,0.6,3,3,1,2,0,2,2,100.0,0,1,0,1,1,4,2,0,Matches,75186a6a
184,Ouparine Djoco,sn SEN,GK,Clermont Foot,23,1998,23.5,0,0,0,0,0,0,0,,0,0,0,0,1,1,14,2,Matches,62124972
185,Jeremy Doku,be BEL,FWMF,Rennes,19,2002,5.2,10,5,3,5,2,3,6,50.0,3,4,0,4,3,13,0,0,Matches,fffea3e5
186,Kasper Dolberg,dk DEN,FW,Nice,23,1997,16.6,9,4,4,3,2,3,9,33.3,6,15,1,14,6,15,17,0,Matches,cc83b74d
187,Brandon Domingues,fr FRA,MFFW,Troyes,21,2000,2.6,6,2,2,4,0,2,3,66.7,1,3,0,3,3,9,0,0,Matches,2a00c6c0
188,Anastasios Donis,gr GRE,FWMF,Reims,24,1996,4.1,8,7,4,2,2,2,6,33.3,4,3,0,3,0,8,1,0,Matches,0f26fd24
189,Gianluigi Donnarumma,it ITA,GK,Paris S-G,22,1999,17.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,9,2,Matches,08f5afaa
190,Jodel Dossou,bj BEN,FW,Clermont Foot,29,1992,22.3,36,17,15,14,7,15,43,34.9,28,14,0,14,5,41,7,0,Matches,a1dbfcb1
191,Lohann Doucet,fr FRA,MFDF,Nantes,18,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches,dff0c299
192,Cheick Doucouré,ml MLI,MF,Lens,21,2000,32.7,75,43,34,34,7,36,80,45.0,44,30,7,23,68,143,24,0,Matches,ce4f40c7
193,Fodé Doucouré,ml MLI,DFFW,Reims,20,2001,1.7,12,9,9,3,0,9,11,81.8,2,1,0,1,4,16,6,0,Matches,1bfe34dc
194,Ismaël Doukouré,fr FRA,DF,Strasbourg,18,2003,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches,0512a60a
195,Kamory Doumbia,ml MLI,MFFW,Reims,18,2003,3.9,8,2,2,5,1,5,13,38.5,8,9,3,6,3,11,3,0,Matches,9226aa22
196,Moussa Doumbia,ml MLI,FW,Reims,26,1994,1.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches,6481421d
197,Souleyman Doumbia,ci CIV,DFFW,Angers,24,1996,24.7,30,20,16,9,5,13,27,48.1,14,25,4,21,39,69,51,0,Matches,9daeac61
198,Julian Draxler,de GER,FWMF,Paris S-G,27,1993,6.1,3,2,0,3,0,0,4,0.0,4,3,0,3,5,8,3,0,Matches,1a992676
199,Matthieu Dreyer,fr FRA,GK,Lorient,32,1989,16.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,9,0,Matches,fbf83734
200,Leo Dubois,fr FRA,DF,Lyon,26,1994,19.4,43,27,22,14,7,27,46,58.7,19,27,3,24,22,65,35,1,Matches,ff0ab48c
201,Jean-Kevin Duverne,fr FRA,DF,Brest,24,1997,33.4,71,44,43,21,7,42,90,46.7,48,40,5,35,53,124,92,0,Matches,0cbc8baa
202,Enzo Ebosse,cm CMR,DF,Angers,22,1999,21.0,25,14,19,6,0,11,19,57.9,8,19,9,10,15,40,42,0,Matches,9ba7b4fa
203,Hugo Ekitike,fr FRA,FW,Reims,19,2002,14.1,18,10,8,6,4,4,11,36.4,7,9,2,7,6,24,15,0,Matches,5b92d896
204,Alberth Elis,hn HON,FWMF,Bordeaux,25,1996,15.7,19,10,5,5,9,11,25,44.0,14,9,0,9,7,26,10,0,Matches,104b4ad3
205,Sepe Elye Wahi,fr FRA,FW,Montpellier,18,2003,19.8,18,10,9,6,3,6,16,37.5,10,7,0,7,4,22,4,0,Matches,0d7b6576
206,Renaud Emond,be BEL,FWMF,Nantes,29,1991,2.1,1,0,0,1,0,0,4,0.0,4,2,1,1,0,1,1,0,Matches,5c9ac7f0
207,Maxime Estève,fr FRA,DF,Montpellier,19,2002,20.6,27,18,22,4,1,15,27,55.6,12,31,24,7,22,49,69,1,Matches,1a066e69
208,Fábio,br BRA,DF,Nantes,31,1990,18.5,61,40,31,23,7,36,74,48.6,38,29,7,22,35,96,31,1,Matches,bc7b4580
209,Cesc Fàbregas,es ESP,MF,Monaco,34,1987,0.4,1,0,0,1,0,1,1,100.0,0,0,0,0,1,2,0,0,Matches,33508c78
210,Wout Faes,be BEL,DF,Reims,23,1998,37.0,40,24,30,9,1,25,33,75.8,8,47,37,10,53,93,169,2,Matches,9c221d14
211,Romain Faivre,fr FRA,FWMF,Lyon,23,1998,9.9,10,4,2,6,2,4,13,30.8,9,4,0,4,3,13,2,0,Matches,745ca0a3
212,Romain Faivre,fr FRA,MF,Brest,23,1998,19.9,30,18,12,13,5,12,30,40.0,18,11,0,11,13,43,10,0,Matches,745ca0a3
213,Wuilker Faríñez,ve VEN,GK,Lens,23,1998,12.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,Matches,2c127b6f
214,Noah Fatar,fr FRA,DFMF,Angers,19,2002,0.1,1,0,0,0,1,0,1,0.0,1,0,0,0,1,2,0,0,Matches,2693f6bc
215,Julien Faussurier,fr FRA,MFDF,Brest,34,1987,5.4,10,6,3,3,4,6,13,46.2,7,12,1,11,5,15,6,0,Matches,767212e6
216,Jordan Ferri,fr FRA,MF,Montpellier,29,1992,32.3,55,35,28,23,4,29,87,33.3,58,21,5,16,30,85,35,0,Matches,375622c5
217,Karol Fila,pl POL,DF,Strasbourg,23,1998,6.2,10,8,5,4,1,4,8,50.0,4,7,2,5,4,14,6,0,Matches,50ac8941
218,Alexis Flips,fr FRA,MFDF,Reims,21,2000,11.7,37,21,21,9,7,22,45,48.9,23,21,0,21,24,61,17,0,Matches,caef7840
219,Mamadou Fofana,ml MLI,DF,Metz,23,1998,0.4,1,1,0,1,0,1,2,50.0,1,2,1,1,1,2,2,0,Matches,4c4ffacc
220,Seko Fofana,ci CIV,MF,Lens,26,1995,37.3,27,19,11,13,3,12,58,20.7,46,24,2,22,26,53,17,1,Matches,5313ed43
221,Youssouf Fofana,fr FRA,MF,Monaco,22,1999,24.3,69,43,19,41,9,29,56,51.8,27,29,7,22,32,101,22,2,Matches,822d51d7
222,Thomas Foket,be BEL,DFFW,Reims,26,1994,24.8,28,19,12,13,3,18,40,45.0,22,26,4,22,33,61,35,0,Matches,90eb507d
223,Thomas Fontaine,mg MAD,DF,Lorient,30,1991,1.9,2,0,1,0,1,0,1,0.0,1,3,3,0,2,4,4,0,Matches,9f90c06b
224,José Fonte,pt POR,DF,Lille,37,1983,38.0,23,12,14,7,2,11,25,44.0,14,39,32,7,44,67,159,1,Matches,90f87966
225,Steven Fortes,cv CPV,DF,Lens,29,1992,1.0,2,0,2,0,0,1,2,50.0,1,2,1,1,0,2,4,0,Matches,574aa9ec
226,Przemysław Frankowski,pl POL,DF,Lens,26,1995,27.2,57,39,22,27,8,36,74,48.6,38,27,0,27,28,85,52,0,Matches,00a8d210
227,Fransérgio,br BRA,MF,Bordeaux,30,1990,14.0,24,10,8,12,4,12,43,27.9,31,18,6,12,23,47,23,0,Matches,deba6b05
228,Angelo Fulgini,fr FRA,MFFW,Angers,24,1996,32.5,35,25,8,18,9,14,44,31.8,30,21,5,16,22,57,5,1,Matches,4b96c347
229,Gauthier Gallon,fr FRA,GK,Troyes,28,1993,31.0,3,0,3,0,0,1,1,100.0,0,0,0,0,2,5,12,1,Matches,db3164e1
230,Kévin Gameiro,fr FRA,FW,Strasbourg,34,1987,26.5,19,10,5,9,5,6,18,33.3,12,22,1,21,6,25,1,0,Matches,42276181
231,Idrissa Gana Gueye,sn SEN,MF,Paris S-G,31,1989,18.2,60,36,24,24,12,18,44,40.9,26,23,4,19,24,84,13,0,Matches,72c812f3
232,Ignatius Ganago,cm CMR,FW,Lens,22,1999,11.4,3,2,1,2,0,2,6,33.3,4,4,0,4,2,5,3,0,Matches,23c63b7f
233,Djeidi Gassama,fr FRA,FW,Paris S-G,17,2003,0.0,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,Matches,bbdb2789
234,Johan Gastien,fr FRA,MF,Clermont Foot,33,1988,30.5,56,34,26,25,5,27,74,36.5,47,45,11,34,53,109,49,1,Matches,868eaba0
235,Valère Germain,fr FRA,FW,Montpellier,31,1990,21.9,23,14,6,11,6,8,31,25.8,23,13,1,12,9,32,27,0,Matches,ea0ff634
236,Gerson,br BRA,MFFW,Marseille,24,1997,28.3,42,17,16,20,6,8,35,22.9,27,26,4,22,16,58,16,2,Matches,8827bf46
237,Willem Geubbels,fr FRA,FWMF,Nantes,19,2001,6.0,8,5,4,2,2,5,12,41.7,7,5,0,5,6,14,5,0,Matches,9836e892
238,Ismaël Gharbi,es ESP,FW,Paris S-G,17,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,5b3cfa12
239,Lamine Ghezali,fr FRA,DF,Saint-Étienne,22,1999,0.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches,ce84946a
240,Nicholas Gioacchini,us USA,FWMF,Montpellier,21,2000,5.5,7,5,3,2,2,4,10,40.0,6,8,0,8,4,11,5,0,Matches,79ab7593
241,Jimmy Giraudon,fr FRA,DF,Troyes,29,1992,18.0,14,6,10,4,0,7,22,31.8,15,24,14,10,37,51,68,1,Matches,6ba71da5
242,Andrei Girotto,br BRA,DFMF,Nantes,29,1992,35.0,85,52,49,32,4,52,103,50.5,51,67,33,34,69,154,143,0,Matches,3befc2b6
243,Aleksandr Golovin,ru RUS,FWMF,Monaco,25,1996,16.7,40,22,10,18,12,18,41,43.9,23,26,1,25,12,52,8,0,Matches,3708e9fa
244,Angel Gomes,eng ENG,MFFW,Lille,20,2000,10.6,23,13,6,12,5,10,15,66.7,5,4,0,4,3,26,4,0,Matches,645a3363
245,Alfred Gomis,sn SEN,GK,Rennes,27,1993,25.0,1,0,1,0,0,1,2,50.0,1,0,0,0,1,2,8,2,Matches,cecbce23
246,Vagner Gonçalves,cv CPV,FW,Metz,25,1996,1.0,2,1,0,2,0,1,1,100.0,0,0,0,0,1,3,0,0,Matches,743fd71f
247,Álvaro González,es ESP,DF,Marseille,31,1990,5.0,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,9,0,Matches,42dcf26d
248,Amine Gouiri,fr FRA,FWMF,Nice,21,2000,30.6,22,13,2,13,7,10,32,31.3,22,22,5,17,11,33,17,1,Matches,aad56ca3
249,Lucas Gourna-Douath,fr FRA,MF,Saint-Étienne,17,2003,20.0,45,26,22,18,5,21,36,58.3,15,22,3,19,13,58,9,2,Matches,3cd7820a
250,Jonathan Gradit,fr FRA,DF,Lens,28,1992,34.1,60,28,24,28,8,25,45,55.6,20,39,27,12,65,125,106,0,Matches,06c48679
251,Andrew Gravillon,gp GLP,DF,Reims,23,1998,23.7,32,24,19,13,0,17,27,63.0,10,25,15,10,33,65,83,1,Matches,49136c42
252,Adrian Grbić,at AUT,FWMF,Lorient,24,1996,5.8,2,1,0,2,0,2,6,33.3,4,3,1,2,0,2,7,0,Matches,4a987ffa
253,Ivo Grbić,hr CRO,GK,Lille,25,1996,21.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,14,1,Matches,3f034750
254,Etienne Green,eng ENG,GK,Saint-Étienne,21,2000,13.3,1,1,1,0,0,0,0,,0,0,0,0,1,2,9,0,Matches,667b65da
255,Gabriel Gudmundsson,se SWE,DFMF,Lille,22,1999,14.9,43,31,24,16,3,17,35,48.6,18,15,3,12,20,63,13,0,Matches,d5d22a58
256,Noah Guede-Nadje,fr FRA,MF,Angers,17,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,94b442c0
257,Mattéo Guendouzi,fr FRA,MF,Marseille,22,1999,35.0,45,30,10,26,9,13,47,27.7,34,15,1,14,16,61,18,0,Matches,5ea8ef20
258,Yanis Guermouche,fr FRA,MFFW,Montpellier,20,2001,0.1,2,1,0,1,1,1,1,100.0,0,0,0,0,0,2,0,0,Matches,642f9f79
259,Evann Guessand,fr FRA,FW,Nice,20,2001,4.9,9,8,2,5,2,3,8,37.5,5,4,0,4,0,9,1,0,Matches,b73f17f8
260,Lamine Gueye,sn SEN,FWMF,Metz,23,1998,6.2,5,5,1,1,3,3,7,42.9,4,4,0,4,6,11,1,0,Matches,9d5dcc23
261,Pape Gueye,sn SEN,MF,Marseille,22,1999,17.0,38,19,15,22,1,16,31,51.6,15,15,3,12,24,62,16,0,Matches,7155e3e1
262,Josuha Guilavogui,fr FRA,MFDF,Bordeaux,30,1990,14.8,39,16,18,17,4,14,29,48.3,15,16,8,8,36,75,23,0,Matches,e6c43eec
263,Frederic Guilbert,fr FRA,DF,Strasbourg,26,1994,28.0,69,39,33,24,12,32,62,51.6,30,37,11,26,55,124,39,0,Matches,5d8d7454
264,Bruno Guimarães,br BRA,MF,Lyon,23,1997,18.2,50,31,20,25,5,23,59,39.0,36,21,4,17,21,71,11,1,Matches,82518f62
265,Sehrou Guirassy,gn GUI,FW,Rennes,25,1996,11.3,4,2,1,2,1,1,7,14.3,6,4,0,4,1,5,8,0,Matches,923f4dda
266,Malo Gusto,fr FRA,DF,Lyon,18,2003,20.9,55,35,29,21,5,24,40,60.0,16,21,6,15,33,88,41,1,Matches,d56b9520
267,Massadio Haïdara,ml MLI,DF,Lens,28,1992,12.0,28,21,18,7,3,15,24,62.5,9,18,4,14,22,50,31,0,Matches,5167c97e
268,Oualid El Hajjam,ma MAR,DF,Troyes,30,1991,11.9,22,11,12,6,4,15,23,65.2,8,12,6,6,22,44,28,0,Matches,9f29c204
269,Achraf Hakimi,ma MAR,DF,Paris S-G,22,1998,27.5,75,51,38,28,9,41,73,56.2,32,25,5,20,28,103,23,2,Matches,e42d61c7
270,Pierre-Yves Hamel,fr FRA,FWMF,Lorient,27,1994,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,0,0,Matches,a99da9ec
271,Pierre-Yves Hamel,fr FRA,FW,Clermont Foot,27,1994,5.8,11,6,0,5,6,5,6,83.3,1,2,1,1,0,11,0,0,Matches,a99da9ec
272,Romain Hamouma,fr FRA,FWMF,Saint-Étienne,34,1987,9.8,10,7,1,5,4,2,13,15.4,11,8,0,8,4,14,1,0,Matches,0b4d8274
273,Amine Harit,ma MAR,FWMF,Marseille,24,1997,12.9,18,11,9,9,0,9,17,52.9,8,10,0,10,4,22,2,0,Matches,e7d59f4f
274,Henrique,br BRA,DF,Lyon,27,1994,12.3,13,7,10,1,2,5,16,31.3,11,13,1,12,22,35,14,0,Matches,f28474a4
275,Luis Henrique,br BRA,FWMF,Marseille,19,2001,7.8,4,3,2,1,1,2,5,40.0,3,2,0,2,5,9,1,0,Matches,f36d5624
276,Christophe Hérelle,mq MTQ,DF,Brest,28,1992,21.5,48,28,30,16,2,17,26,65.4,9,20,15,5,44,92,84,1,Matches,3681cfff
277,Jérôme Hergault,fr FRA,DF,Lorient,35,1986,3.9,3,1,1,2,0,2,5,40.0,3,4,1,3,4,7,7,0,Matches,a84f9a4b
278,Ander Herrera,es ESP,MF,Paris S-G,31,1989,12.1,29,17,7,16,6,14,39,35.9,25,22,8,14,14,43,8,0,Matches,436a9dd0
279,Franck Honorat,fr FRA,FWMF,Brest,24,1996,32.2,54,38,25,13,16,27,48,56.3,21,24,2,22,15,69,25,0,Matches,db7849ca
280,Fraser Hornby,sct SCO,FWMF,Reims,21,1999,3.9,3,1,1,2,0,0,2,0.0,2,3,0,3,4,7,5,0,Matches,29aee77c
281,Cédric Hountondji,bj BEN,DF,Clermont Foot,27,1994,22.6,33,17,20,12,1,16,24,66.7,8,23,12,11,34,67,76,0,Matches,00891164
282,Suk Hyun-jun,kr KOR,FWMF,Troyes,30,1991,1.7,0,0,0,0,0,0,0,,0,2,0,2,0,0,2,0,Matches,7ffaf233
283,Mauro Icardi,ar ARG,FW,Paris S-G,28,1993,11.4,5,3,1,3,1,3,7,42.9,4,3,0,3,5,10,12,0,Matches,43b78598
284,Jonathan Iglesias,uy URU,MF,Clermont Foot,32,1988,6.4,18,11,6,10,2,10,18,55.6,8,8,2,6,5,23,2,1,Matches,639ca1cf
285,Juan Ignacio Ramírez,uy URU,FW,Saint-Étienne,24,1997,1.4,2,1,0,1,1,0,0,,0,0,0,0,0,2,0,0,Matches,ad513a6b
286,Danylo Ihnatenko,ua UKR,MF,Bordeaux,24,1997,7.7,17,9,7,8,2,10,24,41.7,14,9,2,7,6,23,17,1,Matches,65bbfba3
287,Jonathan Ikone,fr FRA,MFFW,Lille,23,1998,11.8,11,3,6,4,1,4,11,36.4,7,13,1,12,5,16,4,0,Matches,42eaa028
288,Bonke Innocent,ng NGA,MF,Lorient,25,1996,9.7,27,16,10,16,1,11,26,42.3,15,11,3,8,16,43,14,0,Matches,546bb36e
289,Wilson Isidor,fr FRA,FWMF,Monaco,20,2000,0.6,0,0,0,0,0,0,4,0.0,4,1,0,1,0,0,0,0,Matches,a671316d
290,Ismail Jakobs,sn SEN,DFFW,Monaco,21,1999,13.4,32,16,14,15,3,16,35,45.7,19,16,1,15,17,49,31,0,Matches,a0415710
291,Marin Jakoliš,hr CRO,FW,Angers,24,1996,2.5,2,1,0,1,1,0,6,0.0,6,0,0,0,1,3,0,0,Matches,96f4ebc0
292,Abdel Jalil Medioub,dz ALG,DF,Bordeaux,23,1997,6.9,9,5,5,3,1,3,4,75.0,1,8,4,4,12,21,34,0,Matches,4937a9f7
293,Corentin Jean,fr FRA,FWMF,Lens,26,1995,2.8,9,6,4,4,1,3,6,50.0,3,5,0,5,1,10,0,0,Matches,7d9b37bf
294,Jemerson,br BRA,DF,Metz,28,1992,13.4,37,25,30,7,0,18,26,69.2,8,23,8,15,25,62,33,1,Matches,7cab69b5
295,Moritz Jenz,de GER,DF,Lorient,22,1999,15.3,26,12,18,6,2,11,24,45.8,13,19,11,8,28,54,55,0,Matches,ee644761
296,Lenny Joseph,fr FRA,FWMF,Metz,20,2000,1.7,2,1,1,1,0,0,0,,0,3,0,3,0,2,0,0,Matches,d1828392
297,Issa Kaboré,bf BFA,DF,Troyes,20,2001,25.0,45,22,22,14,9,20,38,52.6,18,27,2,25,20,65,38,1,Matches,c066d1a5
298,Tino Kadewere,zw ZIM,FW,Lyon,25,1996,5.6,7,5,2,2,3,4,13,30.8,9,7,0,7,4,11,1,1,Matches,7d08063d
299,Gaël Kakuta,cd COD,MFFW,Lens,30,1991,18.6,22,14,2,13,7,4,20,20.0,16,10,0,10,4,26,3,0,Matches,5b1bf5e3
300,Arnaud Kalimuendo,fr FRA,FW,Paris S-G,19,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,bf4c41f9
301,Arnaud Kalimuendo,fr FRA,FW,Lens,19,2002,23.9,9,8,1,3,5,2,7,28.6,5,6,1,5,8,17,0,0,Matches,bf4c41f9
302,Samuel Kalu,ng NGA,FWMF,Bordeaux,23,1997,3.6,8,5,3,4,1,2,5,40.0,3,2,0,2,3,11,1,0,Matches,b8d22478
303,Boubacar Kamara,fr FRA,MFDF,Marseille,21,1999,30.9,68,38,27,36,5,26,47,55.3,21,29,10,19,46,114,44,1,Matches,cc77354e
304,Hassane Kamara,ci CIV,MFDF,Nice,27,1994,6.0,13,10,4,6,3,5,8,62.5,3,10,2,8,9,22,4,0,Matches,19a12bed
305,Jean-Armel Kana-Biyik,cm CMR,DF,Metz,32,1989,7.4,10,6,8,2,0,4,9,44.4,5,11,4,7,16,26,22,1,Matches,76a4233b
306,Nordine Kandil,fr FRA,MFFW,Strasbourg,19,2001,1.0,2,1,2,0,0,1,1,100.0,0,1,1,0,0,2,0,0,Matches,c5908bc4
307,Eiji Kawashima,jp JPN,GK,Strasbourg,38,1983,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,a4527d33
308,Ilan Kebbal,dz ALG,MFFW,Reims,23,1998,19.7,31,15,13,10,8,12,44,27.3,32,16,0,16,13,44,3,0,Matches,37d04e90
309,Thilo Kehrer,de GER,DF,Paris S-G,24,1996,16.8,21,14,9,11,1,9,21,42.9,12,19,11,8,24,45,29,0,Matches,51dbeea9
310,Habib Keita,ml MLI,MFFW,Lyon,19,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,cc588cbe
311,Saîf-Eddine Khaoui,tn TUN,MFFW,Clermont Foot,26,1995,10.3,19,10,5,10,4,9,18,50.0,9,9,0,9,14,33,5,0,Matches,796b1c41
312,Wahbi Khazri,tn TUN,FWMF,Saint-Étienne,30,1991,24.7,33,18,7,17,9,9,34,26.5,25,21,0,21,12,45,7,0,Matches,2677a1de
313,Presnel Kimpembe,fr FRA,DF,Paris S-G,25,1995,28.6,34,19,18,15,1,14,23,60.9,9,20,14,6,38,72,73,1,Matches,aef6e670
314,Thibault Klidje,tg TOG,MFFW,Bordeaux,20,2001,1.0,0,0,0,0,0,0,1,0.0,1,1,1,0,2,2,0,0,Matches,db013c7d
315,Justin Kluivert,nl NED,MF,Nice,22,1999,20.8,19,9,6,12,1,5,21,23.8,16,13,1,12,14,33,6,0,Matches,4c3a6744
316,Samuel Koeberlé,fr FRA,FW,Reims,16,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,6751b938
317,Philippe Koffi,fr FRA,FW,Reims,19,2002,4.2,4,0,0,3,1,0,2,0.0,2,2,1,1,3,7,3,0,Matches,9f1c2822
318,Sead Kolašinac,ba BIH,DF,Marseille,28,1993,4.9,7,6,2,3,2,5,8,62.5,3,4,0,4,0,7,7,1,Matches,3935e52e
319,Randal Kolo Muani,fr FRA,FWMF,Nantes,22,1998,32.8,28,14,7,10,11,10,25,40.0,15,14,3,11,6,34,31,0,Matches,c0b3669f
320,Timothée Kolodziejczak,fr FRA,DF,Saint-Étienne,29,1991,28.5,43,24,22,14,7,20,36,55.6,16,29,7,22,60,103,72,1,Matches,ab096c6f
321,Ghislain Konan,ci CIV,DF,Reims,25,1995,26.9,35,19,19,15,1,16,30,53.3,14,35,8,27,28,63,45,0,Matches,6b2c894b
322,Ibrahima Koné,ml MLI,FW,Lorient,22,1999,8.1,7,4,0,3,4,2,3,66.7,1,8,3,5,1,8,3,0,Matches,04bb2b06
323,Youssouf Koné,ml MLI,DF,Troyes,26,1995,10.9,30,18,21,8,1,19,30,63.3,11,8,3,5,10,40,25,0,Matches,e6eadfb8
324,Laurent Koscielny,fr FRA,DF,Bordeaux,35,1985,10.4,14,9,10,3,1,8,13,61.5,5,17,12,5,12,26,39,0,Matches,f5efb153
325,Rominigue Kouamé,ml MLI,MF,Troyes,24,1996,33.0,47,22,24,20,3,19,58,32.8,39,33,5,28,46,93,22,2,Matches,86a2ba20
326,Boubakar Kouyaté,ml MLI,DF,Metz,24,1997,29.6,84,50,56,28,0,48,77,62.3,29,63,33,30,79,163,217,3,Matches,562a4799
327,Jean-Philippe Krasso,ci CIV,FW,Saint-Étienne,24,1997,5.0,7,5,0,5,2,2,10,20.0,8,7,1,6,0,7,1,0,Matches,037f2523
328,Mykola Kukharevych,ua UKR,FW,Troyes,20,2001,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,8197a269
329,Enock Kwateng,fr FRA,DF,Bordeaux,24,1997,22.2,54,35,31,19,4,33,72,45.8,39,17,4,13,43,97,48,1,Matches,4bf69118
330,Grejohn Kyei,fr FRA,FW,Clermont Foot,25,1995,4.4,3,2,1,1,1,0,6,0.0,6,6,0,6,0,3,1,0,Matches,397ba086
331,Gaëtan Laborde,fr FRA,FW,Montpellier,27,1994,3.8,2,2,1,1,0,2,4,50.0,2,3,0,3,5,7,5,0,Matches,7cdda3bf
332,Gaëtan Laborde,fr FRA,FW,Rennes,27,1994,30.3,19,7,5,8,6,3,22,13.6,19,29,3,26,8,27,16,0,Matches,7cdda3bf
333,Tom Lacoux,fr FRA,DFMF,Bordeaux,19,2002,10.1,18,13,11,5,2,9,24,37.5,15,14,4,10,9,27,20,1,Matches,295ba708
334,Lenny Lacroix,fr FRA,DF,Metz,18,2003,2.2,9,7,8,1,0,5,8,62.5,3,5,1,4,10,19,5,0,Matches,5413ef36
335,Alban Lafont,fr FRA,GK,Nantes,22,1999,38.0,3,3,3,0,0,3,8,37.5,5,1,0,1,1,4,25,2,Matches,4e7db402
