,,,,,,,,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Dribbles,Dribbles,Dribbles,Dribbles,Dribbles,Receiving,Receiving,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,Mis,Dis,Rec,Prog,Matches,-9999
174,Junior Dina Ebimbe,fr FRA,MF,Paris S-G,20,2000,3.5,254,3,45,169,41,3,254,6,10,60.0,7,6,211,7,Matches,95bb6ddc
175,Tristan Dingomé,cm CMR,MFFW,Troyes,30,1991,12.0,635,8,84,324,234,24,635,11,14,78.6,15,16,452,70,Matches,92b56413
176,Sinaly Diomande,ci CIV,DF,Lyon,20,2001,6.4,538,55,251,275,13,5,538,1,2,50.0,5,0,417,0,Matches,6de23ab0
177,Sofiane Diop,fr FRA,MFFW,Monaco,21,2000,21.6,1237,8,114,535,606,83,1237,46,83,55.4,71,34,883,153,Matches,19053e31
178,Andy Diouf,fr FRA,MF,Rennes,18,2003,0.2,13,0,6,6,2,1,13,0,0,,1,1,7,1,Matches,9b5237b1
179,Assane Dioussé,sn SEN,MF,Saint-Étienne,23,1997,0.3,35,0,11,24,1,0,35,0,0,,1,0,26,1,Matches,7f622eef
180,Axel Disasi,fr FRA,DF,Monaco,23,1998,30.2,2005,199,852,1110,56,32,2005,9,10,90.0,8,5,1371,4,Matches,ad82197c
181,Tiago Djaló,pt POR,DF,Lille,21,2000,25.9,1757,145,750,869,160,22,1757,14,20,70.0,28,9,1117,14,Matches,b2336681
182,Alexander Djiku,gh GHA,DF,Strasbourg,26,1994,29.9,1943,176,783,1044,133,25,1943,7,16,43.8,17,7,1243,3,Matches,43e7a164
183,Bryan Djile Nokoué,cm CMR,DFMF,Saint-Étienne,19,2002,0.6,39,2,16,16,7,0,39,0,0,,1,1,18,0,Matches,75186a6a
184,Ouparine Djoco,sn SEN,GK,Clermont Foot,23,1998,23.5,790,652,787,3,0,0,790,0,0,,1,0,310,0,Matches,62124972
185,Jeremy Doku,be BEL,FWMF,Rennes,19,2002,5.2,250,2,28,96,138,19,250,36,52,69.2,28,19,191,22,Matches,fffea3e5
186,Kasper Dolberg,dk DEN,FW,Nice,23,1997,16.6,418,19,40,179,205,56,416,11,21,52.4,53,18,304,87,Matches,cc83b74d
187,Brandon Domingues,fr FRA,MFFW,Troyes,21,2000,2.6,122,0,17,44,62,10,122,2,6,33.3,5,2,85,12,Matches,2a00c6c0
188,Anastasios Donis,gr GRE,FWMF,Reims,24,1996,4.1,154,2,16,52,87,17,154,7,18,38.9,10,7,114,34,Matches,0f26fd24
189,Gianluigi Donnarumma,it ITA,GK,Paris S-G,22,1999,17.0,499,428,498,1,0,0,499,1,1,100.0,0,0,223,0,Matches,08f5afaa
190,Jodel Dossou,bj BEN,FW,Clermont Foot,29,1992,22.3,844,13,111,321,425,84,844,39,74,52.7,70,41,627,129,Matches,a1dbfcb1
191,Lohann Doucet,fr FRA,MFDF,Nantes,18,2002,0.1,11,0,1,10,0,0,11,0,0,,0,0,6,0,Matches,dff0c299
192,Cheick Doucouré,ml MLI,MF,Lens,21,2000,32.7,2190,47,391,1482,341,17,2190,23,32,71.9,36,29,1583,34,Matches,ce4f40c7
193,Fodé Doucouré,ml MLI,DFFW,Reims,20,2001,1.7,100,8,41,41,19,0,100,2,2,100.0,0,0,44,1,Matches,1bfe34dc
194,Ismaël Doukouré,fr FRA,DF,Strasbourg,18,2003,0.2,4,1,2,2,0,0,4,0,0,,0,0,2,0,Matches,0512a60a
195,Kamory Doumbia,ml MLI,MFFW,Reims,18,2003,3.9,226,10,57,112,61,9,226,6,10,60.0,18,8,152,18,Matches,9226aa22
196,Moussa Doumbia,ml MLI,FW,Reims,26,1994,1.0,49,0,3,16,30,7,48,1,3,33.3,5,0,42,12,Matches,6481421d
197,Souleyman Doumbia,ci CIV,DFFW,Angers,24,1996,24.7,1375,70,396,627,373,28,1375,45,86,52.3,53,24,851,69,Matches,9daeac61
198,Julian Draxler,de GER,FWMF,Paris S-G,27,1993,6.1,346,5,30,183,137,19,346,10,16,62.5,6,7,290,46,Matches,1a992676
199,Matthieu Dreyer,fr FRA,GK,Lorient,32,1989,16.0,453,392,450,3,0,0,453,0,0,,0,0,156,0,Matches,fbf83734
200,Leo Dubois,fr FRA,DF,Lyon,26,1994,19.4,1543,55,372,783,403,22,1543,12,24,50.0,21,11,1029,56,Matches,ff0ab48c
201,Jean-Kevin Duverne,fr FRA,DF,Brest,24,1997,33.4,2113,126,695,1022,416,32,2113,19,42,45.2,46,21,1192,43,Matches,0cbc8baa
202,Enzo Ebosse,cm CMR,DF,Angers,22,1999,21.0,1239,86,530,638,85,6,1239,9,15,60.0,21,2,843,9,Matches,9ba7b4fa
203,Hugo Ekitike,fr FRA,FW,Reims,19,2002,14.1,597,19,74,264,270,66,596,23,47,48.9,66,22,434,77,Matches,5b92d896
204,Alberth Elis,hn HON,FWMF,Bordeaux,25,1996,15.7,509,11,62,188,265,73,508,16,45,35.6,54,31,365,95,Matches,104b4ad3
205,Sepe Elye Wahi,fr FRA,FW,Montpellier,18,2003,19.8,427,6,60,135,238,80,427,9,24,37.5,53,15,290,93,Matches,0d7b6576
206,Renaud Emond,be BEL,FWMF,Nantes,29,1991,2.1,48,2,5,25,18,2,48,0,0,,4,0,30,4,Matches,5c9ac7f0
207,Maxime Estève,fr FRA,DF,Montpellier,19,2002,20.6,1005,152,550,442,21,10,1005,2,3,66.7,12,2,604,2,Matches,1a066e69
208,Fábio,br BRA,DF,Nantes,31,1990,18.5,1060,47,317,498,255,18,1060,14,24,58.3,20,9,473,46,Matches,bc7b4580
209,Cesc Fàbregas,es ESP,MF,Monaco,34,1987,0.4,60,1,8,24,28,1,60,0,1,0.0,0,0,42,3,Matches,33508c78
210,Wout Faes,be BEL,DF,Reims,23,1998,37.0,1846,329,1109,686,65,31,1846,7,9,77.8,21,4,1119,9,Matches,9c221d14
211,Romain Faivre,fr FRA,FWMF,Lyon,23,1998,9.9,695,6,60,328,316,35,695,22,41,53.7,24,11,530,53,Matches,745ca0a3
212,Romain Faivre,fr FRA,MF,Brest,23,1998,19.9,1117,19,148,473,521,61,1112,43,89,48.3,59,31,762,73,Matches,745ca0a3
213,Wuilker Faríñez,ve VEN,GK,Lens,23,1998,12.3,326,284,323,3,0,0,326,0,0,,1,0,115,0,Matches,2c127b6f
214,Noah Fatar,fr FRA,DFMF,Angers,19,2002,0.1,9,0,0,4,5,0,9,0,0,,0,0,3,0,Matches,2693f6bc
215,Julien Faussurier,fr FRA,MFDF,Brest,34,1987,5.4,324,11,66,124,139,16,324,1,8,12.5,9,2,198,28,Matches,767212e6
216,Jordan Ferri,fr FRA,MF,Montpellier,29,1992,32.3,2824,96,830,1677,340,6,2824,35,53,66.0,37,47,2146,43,Matches,375622c5
217,Karol Fila,pl POL,DF,Strasbourg,23,1998,6.2,417,8,75,193,151,10,417,3,6,50.0,6,3,275,20,Matches,50ac8941
218,Alexis Flips,fr FRA,MFDF,Reims,21,2000,11.7,675,25,164,285,247,22,674,13,28,46.4,33,14,352,43,Matches,caef7840
219,Mamadou Fofana,ml MLI,DF,Metz,23,1998,0.4,12,5,10,2,0,0,12,0,0,,0,0,1,0,Matches,4c4ffacc
220,Seko Fofana,ci CIV,MF,Lens,26,1995,37.3,2192,32,271,1279,682,103,2192,79,123,64.2,86,50,1751,191,Matches,5313ed43
221,Youssouf Fofana,fr FRA,MF,Monaco,22,1999,24.3,1451,47,240,967,264,17,1451,40,62,64.5,38,33,996,49,Matches,822d51d7
222,Thomas Foket,be BEL,DFFW,Reims,26,1994,24.8,1262,89,427,497,349,26,1262,13,26,50.0,34,18,765,66,Matches,90eb507d
223,Thomas Fontaine,mg MAD,DF,Lorient,30,1991,1.9,70,6,37,31,2,0,70,0,0,,1,0,42,0,Matches,9f90c06b
224,José Fonte,pt POR,DF,Lille,37,1983,38.0,2435,298,1217,1112,116,48,2435,4,5,80.0,18,2,1580,9,Matches,90f87966
225,Steven Fortes,cv CPV,DF,Lens,29,1992,1.0,39,5,22,18,0,0,39,1,2,50.0,1,1,23,0,Matches,574aa9ec
226,Przemysław Frankowski,pl POL,DF,Lens,26,1995,27.2,1715,68,410,742,579,63,1715,16,38,42.1,39,17,1061,121,Matches,00a8d210
227,Fransérgio,br BRA,MF,Bordeaux,30,1990,14.0,683,37,148,437,105,17,683,5,11,45.5,20,10,411,28,Matches,deba6b05
228,Angelo Fulgini,fr FRA,MFFW,Angers,24,1996,32.5,1748,11,190,928,647,85,1748,49,125,39.2,78,55,1364,169,Matches,4b96c347
229,Gauthier Gallon,fr FRA,GK,Troyes,28,1993,31.0,1144,1028,1140,4,0,0,1144,0,0,,1,0,476,0,Matches,db3164e1
230,Kévin Gameiro,fr FRA,FW,Strasbourg,34,1987,26.5,1028,2,49,433,560,148,1025,17,38,44.7,61,38,784,205,Matches,42276181
231,Idrissa Gana Gueye,sn SEN,MF,Paris S-G,31,1989,18.2,1572,36,273,1018,295,17,1572,20,28,71.4,19,16,1226,35,Matches,72c812f3
232,Ignatius Ganago,cm CMR,FW,Lens,22,1999,11.4,322,3,15,139,174,51,322,11,20,55.0,43,21,236,77,Matches,23c63b7f
233,Djeidi Gassama,fr FRA,FW,Paris S-G,17,2003,0.0,3,0,1,1,1,0,3,0,0,,0,0,2,1,Matches,bbdb2789
234,Johan Gastien,fr FRA,MF,Clermont Foot,33,1988,30.5,2924,197,1021,1614,315,21,2924,13,21,61.9,24,20,2093,33,Matches,868eaba0
235,Valère Germain,fr FRA,FW,Montpellier,31,1990,21.9,656,28,85,303,273,53,656,2,7,28.6,29,19,446,88,Matches,ea0ff634
236,Gerson,br BRA,MFFW,Marseille,24,1997,28.3,1574,32,192,821,579,87,1574,30,47,63.8,41,31,1224,126,Matches,8827bf46
237,Willem Geubbels,fr FRA,FWMF,Nantes,19,2001,6.0,211,7,28,100,84,23,211,2,13,15.4,13,6,157,26,Matches,9836e892
238,Ismaël Gharbi,es ESP,FW,Paris S-G,17,2004,0.0,5,0,0,2,3,0,5,0,0,,0,0,4,0,Matches,5b3cfa12
239,Lamine Ghezali,fr FRA,DF,Saint-Étienne,22,1999,0.0,7,0,2,1,4,1,7,0,0,,0,0,4,0,Matches,ce84946a
240,Nicholas Gioacchini,us USA,FWMF,Montpellier,21,2000,5.5,227,4,49,87,99,21,227,6,16,37.5,23,10,147,34,Matches,79ab7593
241,Jimmy Giraudon,fr FRA,DF,Troyes,29,1992,18.0,1035,199,675,356,14,0,1035,1,1,100.0,3,2,624,1,Matches,6ba71da5
242,Andrei Girotto,br BRA,DFMF,Nantes,29,1992,35.0,2147,218,917,1054,190,54,2147,6,11,54.5,17,5,1231,12,Matches,3befc2b6
243,Aleksandr Golovin,ru RUS,FWMF,Monaco,25,1996,16.7,925,14,94,369,477,38,925,22,31,71.0,26,21,591,97,Matches,3708e9fa
244,Angel Gomes,eng ENG,MFFW,Lille,20,2000,10.6,488,8,52,270,171,9,488,4,12,33.3,16,11,373,38,Matches,645a3363
245,Alfred Gomis,sn SEN,GK,Rennes,27,1993,25.0,821,677,814,7,0,0,821,0,0,,2,0,393,0,Matches,cecbce23
246,Vagner Gonçalves,cv CPV,FW,Metz,25,1996,1.0,52,0,7,22,24,4,52,3,4,75.0,5,1,36,3,Matches,743fd71f
247,Álvaro González,es ESP,DF,Marseille,31,1990,5.0,394,24,173,217,5,2,394,0,1,0.0,0,1,330,0,Matches,42dcf26d
248,Amine Gouiri,fr FRA,FWMF,Nice,21,2000,30.6,1380,19,98,589,709,131,1375,62,121,51.2,68,56,1032,176,Matches,aad56ca3
249,Lucas Gourna-Douath,fr FRA,MF,Saint-Étienne,17,2003,20.0,1039,30,254,651,160,12,1039,17,29,58.6,32,23,649,25,Matches,3cd7820a
250,Jonathan Gradit,fr FRA,DF,Lens,28,1992,34.1,2386,169,785,1496,131,3,2386,16,21,76.2,15,9,1667,9,Matches,06c48679
251,Andrew Gravillon,gp GLP,DF,Reims,23,1998,23.7,1190,144,559,520,122,13,1190,5,11,45.5,25,9,678,6,Matches,49136c42
252,Adrian Grbić,at AUT,FWMF,Lorient,24,1996,5.8,159,10,22,73,64,15,159,1,5,20.0,12,4,108,25,Matches,4a987ffa
253,Ivo Grbić,hr CRO,GK,Lille,25,1996,21.0,631,556,624,7,0,0,631,1,1,100.0,1,2,225,0,Matches,3f034750
254,Etienne Green,eng ENG,GK,Saint-Étienne,21,2000,13.3,446,393,445,1,0,0,446,0,0,,1,0,175,0,Matches,667b65da
255,Gabriel Gudmundsson,se SWE,DFMF,Lille,22,1999,14.9,890,29,246,407,253,29,890,22,40,55.0,29,20,530,42,Matches,d5d22a58
256,Noah Guede-Nadje,fr FRA,MF,Angers,17,2003,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,Matches,94b442c0
257,Mattéo Guendouzi,fr FRA,MF,Marseille,22,1999,35.0,2459,32,305,1477,701,80,2459,30,51,58.8,59,44,2021,120,Matches,5ea8ef20
258,Yanis Guermouche,fr FRA,MFFW,Montpellier,20,2001,0.1,10,0,0,8,3,0,10,0,3,0.0,1,0,5,0,Matches,642f9f79
259,Evann Guessand,fr FRA,FW,Nice,20,2001,4.9,142,2,10,62,74,28,142,12,21,57.1,20,6,86,20,Matches,b73f17f8
260,Lamine Gueye,sn SEN,FWMF,Metz,23,1998,6.2,280,4,32,114,138,17,280,7,14,50.0,23,15,204,37,Matches,9d5dcc23
261,Pape Gueye,sn SEN,MF,Marseille,22,1999,17.0,1148,26,215,754,197,12,1148,4,13,30.8,19,16,880,16,Matches,7155e3e1
262,Josuha Guilavogui,fr FRA,MFDF,Bordeaux,30,1990,14.8,981,55,324,592,83,11,981,8,13,61.5,16,2,624,22,Matches,e6c43eec
263,Frederic Guilbert,fr FRA,DF,Strasbourg,26,1994,28.0,1793,76,334,811,678,18,1793,32,61,52.5,39,21,927,74,Matches,5d8d7454
264,Bruno Guimarães,br BRA,MF,Lyon,23,1997,18.2,1553,23,283,957,332,19,1553,37,49,75.5,25,27,1206,38,Matches,82518f62
265,Sehrou Guirassy,gn GUI,FW,Rennes,25,1996,11.3,430,7,26,197,210,66,430,7,16,43.8,36,16,368,91,Matches,923f4dda
266,Malo Gusto,fr FRA,DF,Lyon,18,2003,20.9,1743,57,428,883,452,29,1743,19,34,55.9,39,16,1162,62,Matches,d56b9520
267,Massadio Haïdara,ml MLI,DF,Lens,28,1992,12.0,768,54,235,404,134,13,768,3,8,37.5,10,7,468,18,Matches,5167c97e
268,Oualid El Hajjam,ma MAR,DF,Troyes,30,1991,11.9,716,57,344,279,103,11,716,3,5,60.0,10,6,402,6,Matches,9f29c204
269,Achraf Hakimi,ma MAR,DF,Paris S-G,22,1998,27.5,2055,59,517,827,730,76,2055,21,53,39.6,32,14,1509,131,Matches,e42d61c7
270,Pierre-Yves Hamel,fr FRA,FWMF,Lorient,27,1994,0.3,9,0,2,3,4,0,9,0,0,,0,1,3,1,Matches,a99da9ec
271,Pierre-Yves Hamel,fr FRA,FW,Clermont Foot,27,1994,5.8,159,1,13,77,70,20,159,1,2,50.0,17,8,105,19,Matches,a99da9ec
272,Romain Hamouma,fr FRA,FWMF,Saint-Étienne,34,1987,9.8,445,2,22,165,263,40,445,12,34,35.3,32,13,326,83,Matches,0b4d8274
273,Amine Harit,ma MAR,FWMF,Marseille,24,1997,12.9,851,3,60,408,396,47,851,25,56,44.6,49,32,699,75,Matches,e7d59f4f
274,Henrique,br BRA,DF,Lyon,27,1994,12.3,898,20,229,462,212,18,898,10,17,58.8,13,8,591,30,Matches,f28474a4
275,Luis Henrique,br BRA,FWMF,Marseille,19,2001,7.8,276,0,36,120,128,18,276,7,18,38.9,22,9,207,38,Matches,f36d5624
276,Christophe Hérelle,mq MTQ,DF,Brest,28,1992,21.5,1044,140,545,479,26,9,1044,3,4,75.0,7,2,604,2,Matches,3681cfff
277,Jérôme Hergault,fr FRA,DF,Lorient,35,1986,3.9,245,8,48,124,75,5,245,1,5,20.0,8,2,126,6,Matches,a84f9a4b
278,Ander Herrera,es ESP,MF,Paris S-G,31,1989,12.1,1181,31,193,731,259,13,1181,6,10,60.0,17,5,961,22,Matches,436a9dd0
279,Franck Honorat,fr FRA,FWMF,Brest,24,1996,32.2,1554,25,210,530,844,102,1554,37,79,46.8,78,30,1025,190,Matches,db7849ca
280,Fraser Hornby,sct SCO,FWMF,Reims,21,1999,3.9,124,6,22,61,43,9,124,2,3,66.7,9,5,92,24,Matches,29aee77c
281,Cédric Hountondji,bj BEN,DF,Clermont Foot,27,1994,22.6,1178,131,677,485,22,16,1178,0,0,,2,1,739,1,Matches,00891164
282,Suk Hyun-jun,kr KOR,FWMF,Troyes,30,1991,1.7,65,2,3,30,34,13,65,4,7,57.1,5,4,53,10,Matches,7ffaf233
283,Mauro Icardi,ar ARG,FW,Paris S-G,28,1993,11.4,240,13,19,84,139,56,240,2,9,22.2,14,9,157,53,Matches,43b78598
284,Jonathan Iglesias,uy URU,MF,Clermont Foot,32,1988,6.4,411,18,130,237,46,3,411,2,5,40.0,6,6,300,10,Matches,639ca1cf
285,Juan Ignacio Ramírez,uy URU,FW,Saint-Étienne,24,1997,1.4,18,0,0,9,9,5,18,1,2,50.0,1,1,7,2,Matches,ad513a6b
286,Danylo Ihnatenko,ua UKR,MF,Bordeaux,24,1997,7.7,454,23,85,286,89,3,454,9,9,100.0,6,2,281,12,Matches,65bbfba3
287,Jonathan Ikone,fr FRA,MFFW,Lille,23,1998,11.8,567,15,63,280,243,43,567,25,56,44.6,29,18,413,54,Matches,42eaa028
288,Bonke Innocent,ng NGA,MF,Lorient,25,1996,9.7,482,25,145,316,28,6,482,5,7,71.4,10,6,269,5,Matches,546bb36e
289,Wilson Isidor,fr FRA,FWMF,Monaco,20,2000,0.6,23,0,1,10,12,2,23,0,0,,2,0,20,5,Matches,a671316d
290,Ismail Jakobs,sn SEN,DFFW,Monaco,21,1999,13.4,1043,38,226,473,352,22,1043,6,11,54.5,18,6,617,39,Matches,a0415710
291,Marin Jakoliš,hr CRO,FW,Angers,24,1996,2.5,90,0,4,49,38,10,90,2,4,50.0,2,0,72,14,Matches,96f4ebc0
292,Abdel Jalil Medioub,dz ALG,DF,Bordeaux,23,1997,6.9,366,47,243,120,4,2,366,3,3,100.0,3,1,222,0,Matches,4937a9f7
293,Corentin Jean,fr FRA,FWMF,Lens,26,1995,2.8,152,4,19,66,68,11,152,1,3,33.3,9,4,99,14,Matches,7d9b37bf
294,Jemerson,br BRA,DF,Metz,28,1992,13.4,633,66,363,265,12,7,633,3,4,75.0,10,4,346,2,Matches,7cab69b5
295,Moritz Jenz,de GER,DF,Lorient,22,1999,15.3,850,93,428,389,33,13,850,2,3,66.7,4,1,551,2,Matches,ee644761
296,Lenny Joseph,fr FRA,FWMF,Metz,20,2000,1.7,51,1,5,25,21,3,51,1,2,50.0,4,6,37,8,Matches,d1828392
297,Issa Kaboré,bf BFA,DF,Troyes,20,2001,25.0,1270,50,341,483,467,34,1270,47,89,52.8,59,25,741,72,Matches,c066d1a5
298,Tino Kadewere,zw ZIM,FW,Lyon,25,1996,5.6,228,0,23,99,111,29,228,8,11,72.7,18,7,166,44,Matches,7d08063d
299,Gaël Kakuta,cd COD,MFFW,Lens,30,1991,18.6,945,3,58,531,365,41,944,27,53,50.9,65,36,755,118,Matches,5b1bf5e3
300,Arnaud Kalimuendo,fr FRA,FW,Paris S-G,19,2002,0.1,7,0,0,4,3,0,7,0,0,,0,0,5,0,Matches,bf4c41f9
301,Arnaud Kalimuendo,fr FRA,FW,Lens,19,2002,23.9,723,0,24,296,413,96,721,27,61,44.3,81,61,598,169,Matches,bf4c41f9
302,Samuel Kalu,ng NGA,FWMF,Bordeaux,23,1997,3.6,175,1,17,74,87,20,175,10,22,45.5,12,8,132,35,Matches,b8d22478
303,Boubacar Kamara,fr FRA,MFDF,Marseille,21,1999,30.9,2705,88,635,1718,372,38,2705,16,26,61.5,31,14,2066,46,Matches,cc77354e
304,Hassane Kamara,ci CIV,MFDF,Nice,27,1994,6.0,362,9,65,189,112,12,362,4,9,44.4,6,6,253,23,Matches,19a12bed
305,Jean-Armel Kana-Biyik,cm CMR,DF,Metz,32,1989,7.4,389,47,249,136,8,2,389,1,3,33.3,1,1,232,0,Matches,76a4233b
306,Nordine Kandil,fr FRA,MFFW,Strasbourg,19,2001,1.0,82,2,11,35,39,2,82,5,10,50.0,2,5,63,9,Matches,c5908bc4
307,Eiji Kawashima,jp JPN,GK,Strasbourg,38,1983,1.0,30,27,30,0,0,0,30,0,0,,0,0,15,0,Matches,a4527d33
308,Ilan Kebbal,dz ALG,MFFW,Reims,23,1998,19.7,1036,12,122,484,454,41,1036,29,53,54.7,54,38,769,110,Matches,37d04e90
309,Thilo Kehrer,de GER,DF,Paris S-G,24,1996,16.8,1349,93,474,729,150,23,1349,2,6,33.3,6,11,1040,21,Matches,51dbeea9
310,Habib Keita,ml MLI,MFFW,Lyon,19,2002,0.1,8,0,1,3,4,1,8,0,0,,0,0,8,0,Matches,cc588cbe
311,Saîf-Eddine Khaoui,tn TUN,MFFW,Clermont Foot,26,1995,10.3,483,5,55,243,191,29,483,12,17,70.6,23,13,318,51,Matches,796b1c41
312,Wahbi Khazri,tn TUN,FWMF,Saint-Étienne,30,1991,24.7,909,11,64,431,434,81,905,33,68,48.5,79,48,618,133,Matches,2677a1de
313,Presnel Kimpembe,fr FRA,DF,Paris S-G,25,1995,28.6,2453,224,836,1539,90,12,2453,8,11,72.7,15,5,1937,7,Matches,aef6e670
314,Thibault Klidje,tg TOG,MFFW,Bordeaux,20,2001,1.0,45,0,1,12,32,6,45,4,6,66.7,3,3,34,10,Matches,db013c7d
315,Justin Kluivert,nl NED,MF,Nice,22,1999,20.8,882,15,92,320,489,56,882,41,80,51.3,50,35,557,94,Matches,4c3a6744
316,Samuel Koeberlé,fr FRA,FW,Reims,16,2004,0.0,2,0,0,1,1,0,2,0,0,,0,0,2,0,Matches,6751b938
317,Philippe Koffi,fr FRA,FW,Reims,19,2002,4.2,133,5,13,54,66,24,133,5,7,71.4,22,3,100,32,Matches,9f1c2822
318,Sead Kolašinac,ba BIH,DF,Marseille,28,1993,4.9,285,10,63,128,98,8,285,0,1,0.0,15,2,184,18,Matches,3935e52e
319,Randal Kolo Muani,fr FRA,FWMF,Nantes,22,1998,32.8,937,37,88,376,496,150,937,60,120,50.0,110,73,719,176,Matches,c0b3669f
320,Timothée Kolodziejczak,fr FRA,DF,Saint-Étienne,29,1991,28.5,1853,154,739,863,262,26,1853,5,7,71.4,21,2,1052,29,Matches,ab096c6f
321,Ghislain Konan,ci CIV,DF,Reims,25,1995,26.9,1575,89,500,708,396,23,1575,39,82,47.6,44,20,872,55,Matches,6b2c894b
322,Ibrahima Koné,ml MLI,FW,Lorient,22,1999,8.1,214,6,15,98,102,27,214,9,13,69.2,26,19,159,49,Matches,04bb2b06
323,Youssouf Koné,ml MLI,DF,Troyes,26,1995,10.9,544,33,196,251,104,3,544,15,21,71.4,4,11,329,18,Matches,e6eadfb8
324,Laurent Koscielny,fr FRA,DF,Bordeaux,35,1985,10.4,644,90,359,284,7,3,644,2,3,66.7,3,1,422,0,Matches,f5efb153
325,Rominigue Kouamé,ml MLI,MF,Troyes,24,1996,33.0,1873,39,404,1167,335,17,1873,64,92,69.6,49,32,1358,50,Matches,86a2ba20
326,Boubakar Kouyaté,ml MLI,DF,Metz,24,1997,29.6,1695,296,1053,605,50,28,1695,6,11,54.5,29,5,812,4,Matches,562a4799
327,Jean-Philippe Krasso,ci CIV,FW,Saint-Étienne,24,1997,5.0,180,2,6,91,87,31,180,15,24,62.5,27,14,125,22,Matches,037f2523
328,Mykola Kukharevych,ua UKR,FW,Troyes,20,2001,0.2,8,0,0,1,7,1,8,0,0,,1,0,5,1,Matches,8197a269
329,Enock Kwateng,fr FRA,DF,Bordeaux,24,1997,22.2,1426,76,501,745,208,8,1426,22,35,62.9,27,4,851,22,Matches,4bf69118
330,Grejohn Kyei,fr FRA,FW,Clermont Foot,25,1995,4.4,150,1,5,75,71,23,150,7,9,77.8,25,9,121,34,Matches,397ba086
331,Gaëtan Laborde,fr FRA,FW,Montpellier,27,1994,3.8,143,7,19,61,64,18,143,1,4,25.0,8,3,98,22,Matches,7cdda3bf
332,Gaëtan Laborde,fr FRA,FW,Rennes,27,1994,30.3,986,19,68,434,495,162,984,10,34,29.4,92,21,680,195,Matches,7cdda3bf
333,Tom Lacoux,fr FRA,DFMF,Bordeaux,19,2002,10.1,517,35,177,275,71,1,517,8,14,57.1,18,8,280,8,Matches,295ba708
334,Lenny Lacroix,fr FRA,DF,Metz,18,2003,2.2,111,12,58,51,4,2,111,0,0,,1,1,50,0,Matches,5413ef36
335,Alban Lafont,fr FRA,GK,Nantes,22,1999,38.0,1234,1017,1228,6,0,0,1234,0,0,,0,0,461,0,Matches,4e7db402
336,Mohamed Lamine Bayo,gn GUI,FW,Clermont Foot,23,1998,26.8,777,17,46,384,358,108,775,29,55,52.7,59,37,542,151,Matches,01870104
337,Didier Lamkel Zé,cm CMR,FW,Metz,24,1996,6.7,263,6,18,132,117,30,263,8,15,53.3,30,23,222,61,Matches,b229aa13
338,Julien Laporte,fr FRA,DF,Lorient,27,1993,32.1,1821,256,1032,750,48,24,1821,5,7,71.4,6,2,1073,2,Matches,f066022d
339,Yasser Larouci,dz ALG,DF,Troyes,20,2001,3.8,212,3,48,95,74,6,212,8,21,38.1,8,3,129,6,Matches,0ed063d6
340,Paul Lasne,fr FRA,MF,Brest,32,1989,9.4,522,20,103,319,101,8,522,6,8,75.0,9,10,345,9,Matches,542cc80f
341,Armand Lauriente,fr FRA,FWMF,Lorient,22,1998,27.5,1043,8,81,457,526,89,1042,44,92,47.8,98,52,747,159,Matches,2d22cea7
342,Théo Le Bris,fr FRA,MF,Lorient,18,2002,0.7,26,1,7,16,3,0,26,0,0,,2,1,12,1,Matches,afe39ca8
343,Jérémy Le Douaron,fr FRA,FWMF,Brest,23,1998,16.1,523,14,50,204,277,55,523,9,36,25.0,69,32,373,102,Matches,88c4d190
344,Enzo Le Fée,fr FRA,MFFW,Lorient,21,2000,24.4,1548,31,259,822,491,23,1548,43,94,45.7,70,46,1056,75,Matches,6f806d99
345,Vincent Le Goff,fr FRA,DF,Lorient,31,1989,34.0,2075,98,579,1022,495,49,2075,14,23,60.9,34,16,1232,77,Matches,2321ea6e
346,Maxime Le Marchand,fr FRA,DF,Strasbourg,31,1989,9.6,642,94,341,274,29,4,642,3,3,100.0,4,0,443,1,Matches,321a71a7
347,Jean-Louis Leca,fr FRA,GK,Lens,35,1985,25.7,795,718,793,0,2,2,795,0,0,,0,0,298,0,Matches,edbe46dc
348,Félix Lemaréchal,ci CIV,MF,Monaco,17,2003,0.1,16,0,0,14,2,0,16,2,2,100.0,0,0,13,0,Matches,8ca9415f
349,Mario Lemina,ga GAB,MF,Nice,27,1993,21.9,1427,68,364,940,132,23,1427,27,36,75.0,21,14,985,26,Matches,2b471f99
350,Fabien Lemoine,fr FRA,MF,Lorient,34,1987,12.4,1014,44,279,616,125,10,1014,8,12,66.7,9,8,722,11,Matches,54d51e22
351,Léo Leroy,fr FRA,MF,Montpellier,21,2000,7.0,433,16,122,247,68,7,433,8,17,47.1,13,8,278,10,Matches,fcc84a07
352,Alexandre Letellier,fr FRA,GK,Paris S-G,30,1990,0.1,3,3,3,0,0,0,3,0,0,,0,0,2,0,Matches,96fcd380
353,Yanis Lhery,fr FRA,FWMF,Saint-Étienne,18,2003,0.8,25,0,6,11,9,2,25,1,1,100.0,1,1,11,3,Matches,cc972842
