,,,,,,,,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches,-9999
415,Quentin Merlin,fr FRA,DFMF,Nantes,19,2002,21.4,62,2.90,35,19,3,1,2,2,5,0.23,5,0,0,0,0,0,Matches,0bfca6a1
416,Lionel Messi,ar ARG,FWMF,Paris S-G,34,1987,23.9,151,6.31,108,8,16,10,8,1,26,1.09,18,2,3,2,0,1,Matches,d70ce98e
417,Mexer,mz MOZ,DF,Bordeaux,32,1988,13.6,8,0.59,6,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches,ce492295
418,Edouard Michut,fr FRA,MF,Paris S-G,18,2003,0.8,3,3.86,2,0,0,0,0,1,1,1.29,1,0,0,0,0,0,Matches,fe6c1add
419,Georges Mikautadze,ge GEO,FW,Metz,20,2000,0.0,1,90.00,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,4788cb6b
420,William Mikelbrencis,fr FRA,DF,Metz,17,2004,6.8,9,1.33,4,2,1,0,1,1,0,0.00,0,0,0,0,0,0,Matches,14df1d7f
421,Arkadiusz Milik,pl POL,FW,Marseille,27,1994,15.7,24,1.52,21,0,0,2,1,0,5,0.32,5,0,0,0,0,0,Matches,85613cf0
422,Terem Moffi,ng NGA,FW,Lorient,22,1999,30.1,67,2.22,51,1,8,3,4,0,10,0.33,6,0,3,0,1,0,Matches,065dc209
423,Dion Moise Sahi,ci CIV,FWMF,Strasbourg,19,2001,1.4,2,1.41,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,cdc4458b
424,Florent Mollet,fr FRA,FWMF,Montpellier,29,1991,29.2,85,2.91,51,14,2,8,9,1,6,0.21,4,1,0,1,0,0,Matches,7e82a78f
425,Thomas Monconduit,fr FRA,MF,Lorient,30,1991,25.0,64,2.56,43,10,2,4,3,2,3,0.12,2,1,0,0,0,0,Matches,84d94b91
426,Jérémy Morel,mg MAD,DF,Lorient,37,1984,6.7,4,0.60,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,e97150c0
427,Lebo Mothiba,za RSA,FWMF,Troyes,25,1996,5.8,6,1.03,4,0,0,0,2,0,1,0.17,0,0,0,0,1,0,Matches,3eaf8817
428,Lebo Mothiba,za RSA,FW,Strasbourg,25,1996,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,3eaf8817
429,Baptiste Mouazan,fr FRA,MF,Lorient,19,2001,1.1,1,0.94,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,81ac108d
430,Aimen Moueffek,fr FRA,MF,Saint-Étienne,20,2001,4.8,9,1.88,7,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches,2591b066
431,Harold Moukoudi,cm CMR,DF,Saint-Étienne,23,1997,18.5,14,0.76,9,1,0,1,0,3,0,0.00,0,0,0,0,0,0,Matches,5f26e0c5
432,Jessy Moulin,fr FRA,GK,Troyes,35,1986,7.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,28a65a2c
433,Steve Mounié,bj BEN,FW,Brest,26,1994,25.7,51,1.99,36,0,1,7,6,1,9,0.35,6,0,0,2,1,0,Matches,19ba6c6d
434,Samuel Moutoussamy,cd COD,MF,Nantes,24,1996,16.8,21,1.25,19,0,0,1,0,1,4,0.24,4,0,0,0,0,0,Matches,af0c835b
435,Marshall Munetsi,zw ZIM,MFDF,Reims,25,1996,20.9,28,1.34,20,0,2,4,2,0,3,0.14,2,0,0,0,1,0,Matches,2acf0cd7
436,Junior Mwanga,fr FRA,DF,Bordeaux,18,2003,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ee158be5
437,Kévin N'Doram,fr FRA,MF,Metz,25,1996,13.7,21,1.53,19,0,0,2,0,0,1,0.07,0,0,0,1,0,0,Matches,e50623a0
438,Eric N'Jo,fr FRA,DF,Troyes,17,2004,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,b85e57bb
439,Vital N'Simba,cd COD,DF,Clermont Foot,28,1993,31.0,64,2.07,53,7,2,0,2,0,8,0.26,7,0,0,0,1,0,Matches,249ac66d
440,Mickael Nade,fr FRA,DF,Saint-Étienne,22,1999,28.5,25,0.88,14,1,1,0,1,8,2,0.07,1,0,0,0,0,1,Matches,a6b6fa6e
441,Paul Nardi,fr FRA,GK,Lorient,27,1994,22.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,2d70dbe5
442,Keylor Navas,cr CRC,GK,Paris S-G,34,1986,20.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ecada4fc
443,Papa Ndiaga Yade,sn SEN,DFFW,Metz,21,2000,7.7,16,2.07,10,1,1,2,1,1,1,0.13,1,0,0,0,0,0,Matches,87e9c7cd
444,Tanguy Ndombele,fr FRA,MF,Lyon,24,1996,7.8,20,2.57,19,0,1,0,0,0,2,0.26,2,0,0,0,0,0,Matches,5cdddffa
445,Dan Ndoye,ch SUI,FWMF,Nice,20,2000,2.3,5,2.20,5,0,0,0,0,0,1,0.44,1,0,0,0,0,0,Matches,8e697a8f
446,Neymar,br BRA,FWMF,Paris S-G,29,1992,20.6,126,6.13,83,11,10,6,14,2,16,0.78,15,0,0,0,1,0,Matches,69384e5d
447,Yvan Neyou,cm CMR,MF,Saint-Étienne,24,1997,10.4,21,2.02,15,1,1,0,2,2,0,0.00,0,0,0,0,0,0,Matches,0ad37003
448,Opa Nguette,sn SEN,FWMF,Metz,27,1994,11.6,27,2.32,17,0,5,1,3,1,5,0.43,3,0,1,0,1,0,Matches,75a63397
449,Sikou Niakaté,fr FRA,DF,Metz,22,1999,7.3,6,0.82,4,1,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,8eef18aa
450,Ibrahima Niane,sn SEN,FW,Metz,22,1999,17.6,29,1.65,19,1,1,4,4,0,6,0.34,4,0,0,1,1,0,Matches,46faabfa
451,M'Baye Niang,sn SEN,FW,Bordeaux,26,1994,8.6,14,1.62,9,0,1,3,1,0,2,0.23,2,0,0,0,0,0,Matches,2054d037
452,Cheikh Niasse,sn SEN,FWMF,Lille,21,2000,0.5,1,2.05,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ff20acfe
453,Casimir Ninga,td CHA,FW,Angers,28,1993,4.5,4,0.88,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,91f2da4c
454,Arnaud Nordin,fr FRA,FWMF,Saint-Étienne,23,1998,20.8,51,2.45,25,12,7,2,5,0,11,0.53,4,3,3,0,1,0,Matches,7b9a9e25
455,Alexander Nübel,de GER,GK,Monaco,24,1996,38.0,2,0.05,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,afb0c500
456,Gerzino Nyamsi,fr FRA,DF,Strasbourg,24,1997,33.2,14,0.42,8,0,0,5,0,1,2,0.06,2,0,0,0,0,0,Matches,6043997c
457,Florent Ogier,fr FRA,DF,Clermont Foot,32,1989,27.0,9,0.33,9,0,0,0,0,0,1,0.04,1,0,0,0,0,0,Matches,6993927b
458,Warmed Omari,fr FRA,DF,Rennes,21,2000,31.1,19,0.61,17,0,1,0,0,1,3,0.10,3,0,0,0,0,0,Matches,4534a352
459,Jonas Omlin,ch SUI,GK,Montpellier,27,1994,28.7,2,0.07,2,0,0,0,0,0,2,0.07,2,0,0,0,0,0,Matches,c631f952
460,Amadou Onana,be BEL,MF,Lille,19,2001,15.1,33,2.18,28,0,2,2,1,0,2,0.13,0,0,0,1,1,0,Matches,828657ff
461,Jean Onana,cm CMR,MF,Bordeaux,21,2000,20.4,37,1.82,30,0,2,2,2,1,4,0.20,3,0,1,0,0,0,Matches,b5bb8188
462,Otávio,br BRA,MF,Bordeaux,27,1994,12.7,20,1.57,15,0,1,2,0,2,1,0.08,1,0,0,0,0,0,Matches,243f4a0b
463,Dango Ouattara,bf BFA,MFFW,Lorient,19,2002,9.0,24,2.66,14,0,0,5,4,1,2,0.22,2,0,0,0,0,0,Matches,2f9e4435
464,Remi Oudin,fr FRA,MFFW,Bordeaux,24,1996,19.3,50,2.59,33,5,6,5,0,1,9,0.47,8,0,1,0,0,0,Matches,ea02beaf
465,Alexandre Oukidja,dz ALG,GK,Metz,33,1988,20.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ae7d0ecd
466,Azzedine Ounahi,ma MAR,MF,Angers,21,2000,18.1,47,2.59,36,0,6,1,2,2,4,0.22,2,0,1,0,1,0,Matches,83299cc0
467,Ambroise Oyongo,cm CMR,DF,Montpellier,30,1991,7.3,12,1.64,9,0,0,1,2,0,0,0.00,0,0,0,0,0,0,Matches,e3e05edf
468,Vincent Pajot,fr FRA,MF,Metz,30,1990,25.7,36,1.40,31,1,0,2,1,1,0,0.00,0,0,0,0,0,0,Matches,f86ca403
469,Nicolas Pallois,fr FRA,DF,Nantes,33,1987,27.2,14,0.51,11,0,0,1,0,2,1,0.04,1,0,0,0,0,0,Matches,779847d6
470,Erik Palmer-Brown,us USA,DF,Troyes,24,1997,19.3,7,0.36,6,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,e5c1e0ca
471,Emerson Palmieri,it ITA,DF,Lyon,26,1994,25.2,62,2.46,47,11,0,2,1,1,5,0.20,5,0,0,0,0,0,Matches,e0bc6fdc
472,Lucas Paquetá,br BRA,MFFW,Lyon,23,1997,30.0,120,4.00,80,1,14,15,8,2,14,0.47,10,0,0,3,1,0,Matches,9b6f7fd5
473,Rubén Pardo,es ESP,MF,Bordeaux,28,1992,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,2306bfde
474,Leandro Paredes,ar ARG,MF,Paris S-G,27,1994,9.3,19,2.04,16,0,2,1,0,0,5,0.54,2,0,2,1,0,0,Matches,dff153a4
475,Strahinja Pavlović,rs SRB,DF,Monaco,20,2001,5.0,2,0.40,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,25146df0
476,Dimitri Payet,fr FRA,FWMF,Marseille,34,1987,28.8,191,6.63,116,46,10,5,14,0,20,0.69,12,5,1,0,2,0,Matches,58ae47b2
477,Timothee Pembele,fr FRA,DF,Bordeaux,18,2002,15.7,35,2.23,20,3,7,4,1,0,5,0.32,3,1,0,0,1,0,Matches,f8ce97ca
478,Brayann Pereira,fr FRA,DFMF,Lens,18,2003,0.2,1,6.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,5c42e7ce
479,Danilo Pereira,pt POR,MF,Paris S-G,29,1991,22.6,22,0.97,17,0,1,2,0,2,0,0.00,0,0,0,0,0,0,Matches,8fd9996f
480,Mathias Pereira Lage,pt POR,DF,Angers,24,1996,11.6,21,1.82,13,1,3,2,2,0,4,0.35,2,0,1,0,1,0,Matches,8846a40f
481,Luan Peres Petroni,br BRA,DF,Marseille,27,1994,29.8,34,1.14,26,1,1,0,0,6,4,0.13,3,0,0,0,0,1,Matches,a5549ec1
482,Lucas Perrin,fr FRA,DF,Strasbourg,22,1998,27.8,38,1.37,33,1,0,2,0,2,3,0.11,2,0,0,1,0,0,Matches,49070d66
483,Danijel Petković,me MNE,GK,Angers,28,1993,15.0,1,0.07,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,b98cea65
484,Léo Pétrot,fr FRA,DF,Lorient,24,1997,20.2,6,0.30,4,0,0,0,0,2,0,0.00,0,0,0,0,0,0,Matches,00638016
485,Romain Philippoteaux,fr FRA,MF,Brest,33,1988,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,f98b15f0
486,Jérôme Phojo,fr FRA,DF,Clermont Foot,28,1993,0.1,1,15.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ff44d058
487,Jérémy Pied,fr FRA,DFFW,Lille,32,1989,0.1,1,6.92,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,a634b9d2
488,Ronaël Pierre-Gabriel,fr FRA,DF,Brest,23,1998,28.3,51,1.80,39,3,2,2,2,3,3,0.11,3,0,0,0,0,0,Matches,64ba07c0
489,Julian Pollersbeck,de GER,GK,Lyon,26,1994,4.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,d6f6ce93
490,Gaëtan Poussin,fr FRA,GK,Bordeaux,22,1999,13.0,2,0.15,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,c252c705
491,Sanjin Prcić,ba BIH,MF,Strasbourg,27,1993,24.3,64,2.63,45,9,1,7,2,0,4,0.16,4,0,0,0,0,0,Matches,51c30111
492,Nicolas de Préville,fr FRA,FWMF,Metz,30,1991,21.9,66,3.02,31,13,8,3,10,1,5,0.23,3,0,1,0,1,0,Matches,b0547a87
493,Nemanja Radonjić,rs SRB,FW,Marseille,25,1996,0.2,2,10.00,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,0630eb63
494,Rafinha,br BRA,FWMF,Paris S-G,28,1993,2.4,8,3.27,4,0,1,0,1,2,0,0.00,0,0,0,0,0,0,Matches,0c2ac3cb
495,Predrag Rajković,rs SRB,GK,Reims,25,1995,38.0,8,0.21,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,58ad9383
496,Adil Rami,fr FRA,DF,Troyes,35,1985,13.0,5,0.38,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,8dbff17c
497,Sergio Ramos,es ESP,DF,Paris S-G,35,1986,8.9,7,0.79,5,0,0,2,0,0,1,0.11,0,0,0,1,0,0,Matches,08511d65
498,Elba Rashani,xk KVX,FWMF,Clermont Foot,28,1993,19.5,34,1.74,27,0,3,2,2,0,5,0.26,4,0,1,0,0,0,Matches,25749008
499,Jeff Reine-Adélaïde,fr FRA,MFDF,Lyon,23,1998,2.2,13,5.91,12,1,0,0,0,0,2,0.91,2,0,0,0,0,0,Matches,d504b3e1
500,Tiago Ribeiro,pt POR,FW,Monaco,19,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,507d7569
501,Sergio Rico,es ESP,GK,Paris S-G,27,1993,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,5f0241b2
502,Renaud Ripart,fr FRA,MFFW,Troyes,28,1993,21.0,51,2.43,34,0,4,9,3,1,3,0.14,2,0,0,0,1,0,Matches,beae3a73
503,Mihailo Ristić,rs SRB,DF,Montpellier,25,1995,20.0,45,2.24,34,1,4,1,3,2,6,0.30,5,0,0,0,0,1,Matches,ea0aa7e0
504,Maxence Rivera,fr FRA,FW,Saint-Étienne,19,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,46a7b605
505,Patrick Roberts,eng ENG,MF,Troyes,24,1997,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,59d93937
506,Stian Rode Gregersen,no NOR,DF,Bordeaux,26,1995,21.7,10,0.46,6,0,0,0,1,3,1,0.05,1,0,0,0,0,0,Matches,5f011e05
507,Gerson Rodrigues,lu LUX,FWMF,Troyes,26,1995,9.4,20,2.12,18,0,0,2,0,0,2,0.21,1,0,0,1,0,0,Matches,3814b753
508,Valentin Rongier,fr FRA,MFDF,Marseille,26,1994,24.4,58,2.38,45,0,6,4,1,2,7,0.29,4,0,0,2,0,1,Matches,ed45c4a5
509,Pablo Rosario,nl NED,MF,Nice,24,1997,30.3,53,1.75,47,0,1,0,2,3,7,0.23,7,0,0,0,0,0,Matches,1a6b7ea4
510,Roli Pereira de Sa,fr FRA,MF,Nantes,24,1996,6.4,16,2.51,10,2,2,1,0,1,0,0.00,0,0,0,0,0,0,Matches,60f58477
511,Mathys Saban,fr FRA,FWMF,Saint-Étienne,19,2002,0.8,1,1.23,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,7d9f3d69
512,Falaye Sacko,ml MLI,DF,Saint-Étienne,26,1995,7.4,10,1.35,8,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches,6388e356
513,Rafiki Said Ahamada,fr FRA,MFFW,Brest,21,2000,1.4,7,5.16,4,1,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches,c2e5f306
514,Wesley Saïd,fr FRA,FWMF,Lens,26,1995,7.3,28,3.85,20,0,2,4,2,0,5,0.69,2,0,0,2,1,0,Matches,90fcf472
515,Mamadou Sakho,fr FRA,DF,Montpellier,31,1990,28.6,16,0.56,15,1,0,0,0,0,4,0.14,3,1,0,0,0,0,Matches,87935cf3
516,Bakary Sako,ml MLI,FWMF,Saint-Étienne,33,1988,1.7,3,1.74,1,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,381d7d54
517,William Saliba,fr FRA,DF,Marseille,20,2001,36.0,30,0.83,25,0,0,2,0,3,3,0.08,2,0,0,1,0,0,Matches,972aeb2a
518,Romain Salin,fr FRA,GK,Rennes,37,1984,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,74733221
519,Yoann Salmier,gf GUF,DF,Troyes,28,1992,29.6,29,0.98,20,0,1,1,0,7,1,0.03,0,0,0,1,0,0,Matches,c3725db2
520,Mama Samba Baldé,gw GNB,MFFW,Troyes,25,1995,19.1,49,2.57,31,0,10,4,4,0,5,0.26,2,0,0,2,1,0,Matches,fb14aa28
521,Junior Sambia,fr FRA,DFFW,Montpellier,24,1996,17.0,34,2.00,20,0,3,3,7,1,3,0.18,2,0,0,1,0,0,Matches,24eb7ed6
522,Renato Sanches,pt POR,MFFW,Lille,23,1997,18.3,86,4.69,67,11,4,2,0,2,10,0.54,7,3,0,0,0,0,Matches,032f894e
523,Philippe Sandler,nl NED,DF,Troyes,24,1997,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,60740e70
524,Baptiste Santamaria,fr FRA,MFDF,Rennes,26,1995,28.0,44,1.57,41,0,0,2,0,1,8,0.29,7,0,0,1,0,0,Matches,5e22e2a4
525,Pablo Sarabia,es ESP,FW,Paris S-G,29,1992,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,9744ff80
526,Martin Satriano,uy URU,FW,Brest,20,2001,10.4,6,0.58,3,0,2,0,0,1,0,0.00,0,0,0,0,0,0,Matches,86383d0e
527,Téji Savanier,fr FRA,MF,Montpellier,29,1991,26.8,127,4.73,77,29,8,5,4,4,16,0.60,11,4,0,1,0,0,Matches,6bde367b
528,Morgan Schneiderlin,fr FRA,MF,Nice,31,1989,7.2,16,2.22,12,1,1,0,0,2,1,0.14,1,0,0,0,0,0,Matches,51b41c5c
529,Alidu Seidu,gh GHA,DF,Clermont Foot,21,2000,15.7,19,1.21,13,0,2,0,1,3,0,0.00,0,0,0,0,0,0,Matches,cea59f02
530,Matz Sels,be BEL,GK,Strasbourg,29,1992,37.0,4,0.11,1,1,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches,834b5c4c
531,Xherdan Shaqiri,ch SUI,FWMF,Lyon,29,1991,7.5,24,3.18,18,4,0,2,0,0,3,0.40,2,1,0,0,0,0,Matches,6421ec64
532,Mahame Siby,ml MLI,DF,Strasbourg,25,1996,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,6d075c67
533,Aboubakar Sidibé,fr FRA,DF,Clermont Foot,25,1996,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ae5b93a0
534,Djibril Sidibé,fr FRA,DF,Monaco,29,1992,10.5,18,1.71,13,0,0,2,1,2,2,0.19,1,0,0,0,0,1,Matches,4c5b714f
535,Kaj Sierhuis,nl NED,FW,Reims,23,1998,0.9,3,3.38,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,9c2b1f11
536,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,24,1997,29.6,91,3.08,62,17,2,3,4,3,12,0.41,10,0,0,1,1,0,Matches,30af8b93
537,Gabriel Silva,br BRA,DFMF,Saint-Étienne,30,1991,7.9,5,0.63,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,4914ed4a
538,Moses Simon,ng NGA,FWMF,Nantes,26,1995,25.9,101,3.90,55,26,8,5,5,2,12,0.46,6,3,1,1,1,0,Matches,5f3eaaf5
539,Xavi Simons,nl NED,MFFW,Paris S-G,18,2003,1.5,2,1.37,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,da4d670f
540,Issouf Sissokho,ml MLI,MF,Bordeaux,19,2002,4.8,14,2.89,12,0,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches,792a9d41
541,Ibrahima Sissoko,fr FRA,MFDF,Strasbourg,23,1997,25.6,57,2.23,45,0,5,2,4,1,8,0.31,7,0,0,0,1,0,Matches,0f8418aa
542,Nelson Sissoko,fr FRA,DF,Saint-Étienne,24,1997,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,12bd0579
543,Sambou Sissoko,fr FRA,MFDF,Reims,22,1999,2.0,7,3.58,5,0,0,0,0,2,0,0.00,0,0,0,0,0,0,Matches,e4bb1f08
544,Islam Slimani,dz ALG,FW,Lyon,33,1988,6.4,13,2.04,9,0,0,3,1,0,2,0.31,1,0,0,1,0,0,Matches,ffec9769
545,Florian Sotoca,fr FRA,FWMF,Lens,30,1990,27.6,78,2.83,57,0,7,7,4,3,9,0.33,4,0,1,3,1,0,Matches,7a42d0df
546,Sambou Soumano,sn SEN,FWMF,Lorient,20,2001,5.0,10,2.02,6,0,3,0,1,0,1,0.20,0,0,1,0,0,0,Matches,7cc00776
547,Arnaud Souquet,fr FRA,DF,Montpellier,29,1992,25.9,49,1.89,31,5,6,3,2,2,7,0.27,5,0,0,0,1,1,Matches,4e0afc5d
548,Saidou Sow,gn GUI,DF,Saint-Étienne,19,2002,11.0,6,0.55,4,0,0,0,0,2,1,0.09,1,0,0,0,0,0,Matches,f6b94e8d
549,Calvin Stengs,nl NED,MF,Nice,22,1998,11.9,40,3.36,29,7,2,2,0,0,3,0.25,3,0,0,0,0,0,Matches,8f7e6783
550,Kamaldeen Sulemana,gh GHA,MFFW,Rennes,19,2002,11.3,46,4.07,34,1,7,1,2,1,4,0.35,3,0,1,0,0,0,Matches,a62f8bf1
551,Abdoulaye Sylla,gn GUI,DF,Nantes,21,2000,1.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,2aeb43f1
552,Waniss Taibi,fr FRA,MFFW,Angers,19,2002,1.5,1,0.68,0,0,0,1,0,0,1,0.68,0,0,0,1,0,0,Matches,95192fe4
553,Flavien Tait,fr FRA,MF,Rennes,28,1993,23.6,96,4.06,73,0,6,10,7,0,10,0.42,7,0,2,0,1,0,Matches,a0f9b535
554,Florian Tardieu,fr FRA,MF,Troyes,29,1992,29.2,93,3.18,57,31,0,1,2,2,3,0.10,2,1,0,0,0,0,Matches,ed39121c
555,Oussama Targhalline,ma MAR,FW,Marseille,19,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,abd56820
556,Loum Tchaouna,fr FRA,FWMF,Rennes,17,2003,1.0,3,3.10,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,a3c8b4d3
557,Warren Tchimbembé,cg CGO,MF,Metz,23,1998,2.3,4,1.76,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,93b8f9f4
558,Aurélien Tchouaméni,fr FRA,MF,Monaco,21,2000,32.5,71,2.18,48,0,7,7,4,5,9,0.28,8,0,0,0,0,1,Matches,4f255115
559,Mathys Tel,fr FRA,FWMF,Rennes,16,2005,0.6,2,3.21,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,829aa60c
560,Jordan Tell,fr FRA,FW,Clermont Foot,24,1997,3.2,10,3.09,8,0,0,1,1,0,1,0.31,0,0,0,1,0,0,Matches,4f093689
561,Martin Terrier,fr FRA,FWMF,Rennes,24,1997,30.9,106,3.44,83,0,6,10,5,2,18,0.58,14,0,1,1,2,0,Matches,5148dcc5
562,Tetê,br BRA,FWMF,Lyon,21,2000,6.5,32,4.94,21,3,2,4,2,0,8,1.23,6,1,1,0,0,0,Matches,7120a04d
563,Sada Thioub,sn SEN,FW,Angers,26,1995,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,f4bc42b1
564,Sada Thioub,sn SEN,DFMF,Saint-Étienne,26,1995,10.6,25,2.37,19,1,2,1,0,2,3,0.28,3,0,0,0,0,0,Matches,f4bc42b1
565,Romain Thomas,fr FRA,DF,Angers,33,1988,28.5,17,0.60,15,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches,275e2c51
566,Adrien Thomasson,fr FRA,MF,Strasbourg,27,1993,26.5,90,3.39,66,4,6,5,6,3,13,0.49,10,0,1,2,0,0,Matches,c76b7567
567,Thuler,br BRA,DF,Montpellier,22,1999,9.5,3,0.32,1,0,0,0,0,2,1,0.11,0,0,0,0,0,1,Matches,db23d9fc
568,Khéphren Thuram-Ulie,fr FRA,MF,Nice,20,2001,21.1,52,2.46,40,0,5,4,2,1,9,0.43,6,0,1,1,1,0,Matches,7d9397f8
569,Cheikh Tidiane Sabaly,sn SEN,FWMF,Metz,22,1999,1.7,7,4.20,6,0,0,0,0,1,1,0.60,1,0,0,0,0,0,Matches,9ddf7fae
570,Jean-Clair Todibo,fr FRA,DF,Nice,21,1999,34.6,36,1.04,26,1,1,6,0,2,4,0.12,2,0,0,2,0,0,Matches,88f130ed
571,Karl Toko Ekambi,cm CMR,FW,Lyon,28,1992,25.5,83,3.25,62,0,14,5,1,1,12,0.47,9,0,1,2,0,0,Matches,5ceba7fc
572,Yoann Touzghar,tn TUN,FW,Troyes,34,1986,16.2,34,2.10,25,0,0,5,2,2,2,0.12,1,0,0,1,0,0,Matches,4e47507a
573,Amadou Traore,fr FRA,FW,Bordeaux,19,2002,0.2,1,4.74,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,4eb0686f
574,Boubacar Traoré,ml MLI,MF,Metz,19,2001,19.2,43,2.24,34,0,4,0,2,3,2,0.10,1,0,1,0,0,0,Matches,999ceb5f
575,Charles Traore,ml MLI,DF,Nantes,29,1992,8.0,8,1.00,6,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,de488e56
576,Hamari Traoré,ml MLI,DF,Rennes,29,1992,32.1,76,2.37,63,5,1,3,1,3,17,0.53,13,0,0,2,0,2,Matches,a4b1028a
577,Ismaël Traoré,ci CIV,DF,Angers,34,1986,35.7,21,0.59,15,0,0,5,0,1,1,0.03,1,0,0,0,0,0,Matches,b666421b
578,Miguel Trauco,pe PER,DFMF,Saint-Étienne,28,1992,12.4,16,1.29,9,4,0,1,1,1,0,0.00,0,0,0,0,0,0,Matches,e4b72e34
579,Adrien Truffert,fr FRA,DF,Rennes,19,2001,18.2,37,2.03,31,0,1,2,3,0,7,0.38,5,0,0,1,1,0,Matches,5d0e0a1f
580,Matthieu Udol,fr FRA,DF,Metz,25,1996,11.2,16,1.43,11,2,1,0,1,1,2,0.18,0,0,0,0,1,1,Matches,cc41f558
581,Ike Ugbo,ca CAN,FW,Troyes,22,1998,9.0,10,1.11,7,0,0,0,3,0,1,0.11,0,0,0,0,1,0,Matches,8a53d24b
